"","id","star","review","brand","location","position","price","clicked","booked"
"21405",213322,5,4.5,1,4.16,13,1.99,0,0
"21406",213322,4,4,1,4.16,14,1.31,0,0
"21407",213322,5,5,1,4.29,15,2.15,0,0
"21408",213322,4,3.5,1,3.95,16,1.06,0,0
"21409",213322,4,4.5,1,4.13,18,1.4,0,0
"21410",213322,3,3.5,1,3.99,19,0.79,1,1
"21411",213322,4,4,1,4.29,20,1.5,0,0
"21412",213322,4,4,1,3.43,21,1.54,0,0
"21413",213322,3,4,0,3.85,22,0.64,0,0
"21414",213322,5,4.5,1,3.66,24,2.13,0,0
"21415",213322,4,4,1,4.19,25,1.71,0,0
"21416",213322,4,4,1,4.16,26,1.35,0,0
"21417",213322,5,4.5,1,4.08,27,2.99,0,0
"21418",213322,5,4.5,0,4.33,28,3.08,0,0
"21419",213322,3,4,0,4.33,29,1.13,0,0
"21420",213322,4,3.5,1,4.22,30,1.55,0,0
"21421",213322,4,4.5,1,3.61,31,1.29,0,0
"21422",213322,3,4,1,4.33,32,1.3,0,0
"21423",213322,5,4.5,1,4.08,33,5.49,0,0
"21424",213322,2,3,1,3.76,34,0.5,0,0
"21425",213322,3,4,1,4.32,35,2.39,0,0
"21426",213322,2,3,1,4.32,36,0.84,0,0
"21427",213368,0,0,0,0,0,0,1,0
"21428",213368,5,4.5,0,4.33,1,1.2601,0,0
"21429",213368,5,4.5,1,4.29,2,1.5718,0,0
"21430",213368,5,4.5,1,4.08,3,1.2341,0,0
"21431",213368,5,4.5,1,4.08,4,1.312,0,0
"21432",213368,5,4.5,1,4.32,6,1.0782,0,0
"21433",213368,4,4,1,4.09,7,0.6365,0,0
"21434",213368,4,4,0,4.06,8,0.5976,0,0
"21435",213368,4,4,1,4.16,9,0.4936,0,0
"21436",213368,4,4.5,1,4.13,10,0.9483,0,0
"21437",213368,4,4,1,4.19,12,0.4936,0,0
"21438",213368,4,4,0,4.04,13,0.6235,0,0
"21439",213368,4,3.5,1,4.22,14,0.3767,0,0
"21440",213368,4,4,1,3.43,15,0.7924,0,0
"21441",213368,4,4,1,4.29,16,0.6755,0,0
"21442",213368,4,4,1,4.3,18,0.5326,0,0
"21443",213368,3,3.5,0,3.04,19,0.2078,0,0
"21444",213368,5,4,1,4.19,20,1.1951,1,1
"21445",213368,3,4,1,4.32,21,0.6495,0,0
"21446",213368,4,4,1,4.16,22,0.3378,0,0
"21447",213368,4,4,1,4.25,24,0.3507,0,0
"21448",213368,3,3.5,1,3.99,25,0.2858,0,0
"21449",213368,3,3.5,0,3.76,26,0.2338,0,0
"21450",213368,5,4.5,1,3.66,27,1.0912,0,0
"21451",213368,4,3.5,1,3.95,28,0.3897,0,0
"21452",213368,3,3.5,1,3.76,29,0.2208,0,0
"21453",213368,3,3,1,4.16,30,0.2338,0,0
"21454",213368,3,4,0,4.33,31,0.7145,0,0
"21455",213368,2,3,1,4.32,32,0.5456,0,0
"21456",213368,3,4.5,1,4.22,33,1.2081,0,0
"21457",213368,3,4,0,3.85,34,0.7794,0,0
"21458",213757,0,0,0,0,0,0,1,0
"21459",213757,4,4,1,4.3,1,1.4049,0,0
"21460",213757,4,4,0,4.04,2,0.9032,0,0
"21461",213757,4,4,1,4.16,3,0.7526,0,0
"21462",213757,4,4,0,4.06,4,1.2042,0,0
"21463",213757,4,4,1,4.09,6,0.9333,0,0
"21464",213757,5,5,1,4.29,7,3.703,0,0
"21465",213757,5,4.5,1,4.11,8,3.9438,0,0
"21466",213757,5,4.5,1,4.08,9,6.9945,0,0
"21467",213757,4,4,1,3.43,10,1.2142,0,0
"21468",213757,4,4,1,4.19,12,0.843,0,0
"21469",213757,5,4.5,1,4.32,13,2.7797,0,0
"21470",213757,5,4.5,1,4.08,14,6.9945,0,0
"21471",213757,4,4.5,1,4.13,15,1.4952,1,1
"21472",213757,5,4.5,1,4.29,16,3.3818,0,0
"21473",213757,5,4.5,1,4.16,18,3.4922,0,0
"21474",213757,5,4,1,4.19,19,3.2413,0,0
"21475",213757,5,4.5,0,4.33,20,3.5023,0,0
"21476",213757,4,4,1,4.29,21,1.9669,0,0
"21477",213757,5,5,1,3.37,22,3.7933,0,0
"21478",213918,0,0,0,0,0,0,1,0
"21479",213918,4,4,0,4.04,1,1.59,0,0
"21480",213918,4,4,1,4.16,2,1.69,0,0
"21481",213918,4,4,1,4.19,3,1.72,1,1
"21482",213918,4,4,0,4.06,4,2.12,0,0
"21483",213918,4,4,1,4.09,6,2.39,0,0
"21484",213918,4,4,1,4.3,7,2.64,0,0
"21485",213918,5,4,1,4.19,8,2.79,0,0
"21486",213918,5,5,1,4.29,9,3.05,0,0
"21487",213918,5,4.5,0,4.33,10,3.38,0,0
"21488",213918,5,4.5,1,4.29,12,3.76,0,0
"21489",213918,5,4.5,1,4.32,13,3.95,0,0
"21490",213918,5,5,1,3.37,14,4.19,0,0
"21491",213918,5,4.5,1,4.08,15,4.99,0,0
"21492",213918,5,4.5,1,4.08,16,5.32,0,0
"21493",214270,0,0,0,0,0,0,1,0
"21494",214270,5,4.5,1,4.08,1,1.39,0,0
"21495",214270,5,4.5,1,4.32,2,1.09,0,0
"21496",214270,5,4.5,0,4.33,3,1.4,0,0
"21497",214270,4,4,0,4.04,4,0.47,0,0
"21498",214270,5,4.5,1,4.08,5,1.39,0,0
"21499",214270,5,4.5,1,4.29,6,1.59,0,0
"21500",214270,4,3.5,1,4.22,7,0.34,0,0
"21501",214270,4,4,0,4.06,8,0.78,0,0
"21502",214270,4,4,1,4.09,9,0.65,0,0
"21503",214270,5,4,1,4.19,10,0.95,0,0
"21504",214270,4,4,1,4.16,11,0.5,0,0
"21505",214270,4,4,1,4.16,12,0.34,0,0
"21506",214270,4,4,1,4.19,13,0.55,0,0
"21507",214270,4,4,1,4.3,14,0.71,0,0
"21508",214270,3,3.5,0,3.04,15,0.3,0,0
"21509",214270,3,3.5,1,3.99,16,0.29,0,0
"21510",214270,4,4.5,1,4.13,17,1.09,1,1
"21511",214270,4,4,1,4.25,18,0.52,0,0
"21512",214270,5,4.5,1,4.16,19,1.86,0,0
"21513",214270,5,5,1,4.29,20,1.95,0,0
"21514",214270,4,4,1,3.43,21,1,0,0
"21515",214270,5,4.5,1,4.11,22,1.86,0,0
"21516",214270,4,4,1,4.29,23,1.2,0,0
"21517",214270,3,4,1,4.32,24,2.15,0,0
"21518",214270,4,3.5,1,3.95,25,0.4,0,0
"21519",214270,3,3.5,1,3.76,26,0.26,0,0
"21520",214270,3,3,1,4.16,27,0.33,0,0
"21521",214270,5,5,1,3.37,28,2.42,0,0
"21522",214270,3,3.5,0,3.76,29,0.49,0,0
"21523",214270,4,4.5,1,3.61,30,0.71,0,0
"21524",214270,3,4,0,4.33,31,0.66,0,0
"21525",214270,3,4,0,3.85,32,0.55,0,0
"21526",214270,3,4.5,1,4.22,33,1.36,0,0
"21527",214270,3,4,0,3.85,34,0.79,0,0
"21528",214270,2,3,1,4.32,35,0.46,0,0
"21529",214350,0,0,0,0,0,0,1,0
"21530",214350,4,4,0,4.04,1,0.6,0,0
"21531",214350,3,3,1,4.16,2,0.29,1,1
"21532",214350,4,3.5,1,3.95,3,0.63,0,0
"21533",214350,3,3.5,1,3.99,4,0.4,0,0
"21534",214350,4,4,1,4.09,6,0.9,0,0
"21535",214350,5,4.5,0,4.33,7,1.75,0,0
"21536",214350,3,3.5,1,3.76,8,0.29,0,0
"21537",214350,4,3.5,1,4.22,9,0.48,0,0
"21538",214350,5,4,1,4.19,10,1.25,0,0
"21539",214350,4,4,1,4.25,12,0.69,0,0
"21540",214350,4,4,0,4.06,13,0.63,0,0
"21541",214350,3,3.5,0,3.76,14,0.33,0,0
"21542",214350,5,4.5,1,4.16,15,1.79,0,0
"21543",214350,4,4,1,4.16,16,0.74,0,0
"21544",214350,4,4,1,4.29,18,1.1,0,0
"21545",214350,3,3.5,0,3.04,19,0.38,0,0
"21546",214350,4,4,1,4.16,20,0.51,0,0
"21547",214350,4,4.5,1,4.13,21,0.88,0,0
"21548",214350,5,4.5,1,4.08,22,1.87,0,0
"21549",214350,4,4,1,4.3,24,1.07,0,0
"21550",214350,4,4,1,4.19,25,0.74,0,0
"21551",214350,5,4.5,1,4.11,26,1.76,0,0
"21552",214350,5,4.5,1,4.08,27,2.31,0,0
"21553",214350,3,4,1,4.32,28,2.05,0,0
"21554",214350,3,4,1,4.33,29,0.49,0,0
"21555",214350,3,4,0,4.33,30,0.75,0,0
"21556",214350,5,5,1,3.37,31,2.88,0,0
"21557",214350,4,4.5,1,3.61,32,0.84,0,0
"21558",214350,3,4,0,3.85,33,0.6,0,0
"21559",214350,2,3,1,4.32,34,0.56,0,0
"21560",214350,2,3,1,3.76,35,0.47,0,0
"21561",214932,0,0,0,0,0,0,1,0
"21562",214932,5,4,1,4.19,1,1.7339,0,0
"21563",214932,4,4,0,4.04,2,1.1969,0,0
"21564",214932,3,4,0,3.85,3,0.5524,0,0
"21565",214932,5,4.5,1,4.29,4,1.9794,0,0
"21566",214932,5,4.5,1,4.16,6,1.9794,0,0
"21567",214932,5,4.5,1,4.32,7,1.78,0,0
"21568",214932,4,4,0,4.06,8,1.1662,0,0
"21569",214932,5,4.5,1,4.11,9,1.9794,0,0
"21570",214932,5,4.5,0,4.33,10,2.8848,0,0
"21571",214932,5,4.5,1,4.08,12,2.5779,0,0
"21572",214932,5,5,1,4.29,13,2.2403,0,0
"21573",214932,5,4.5,1,4.08,14,2.9768,0,0
"21574",214932,3,4,1,4.32,15,0.982,0,0
"21575",214932,5,5,1,3.37,16,2.2863,0,0
"21576",214932,3,3.5,0,3.04,18,0.6445,0,0
"21577",214932,4,4,1,4.09,19,2.0101,0,0
"21578",214932,4,4.5,1,4.13,20,1.5805,1,1
"21579",214932,4,4,1,4.16,21,1.2736,0,0
"21580",214932,4,4,1,4.29,23,1.5498,0,0
"21581",214932,4,4,1,3.43,24,1.872,0,0
"21582",214932,4,3.5,1,4.22,25,1.1508,0,0
"21583",214932,4,4,1,4.25,26,0.89,0,0
"21584",214932,4,4,1,4.3,27,1.5038,0,0
"21585",214932,3,3.5,1,3.99,28,0.8439,0,0
"21586",214932,4,4.5,1,3.61,29,1.3503,0,0
"21587",214932,3,3.5,0,3.76,30,0.5831,0,0
"21588",214932,4,4,1,4.16,31,0.89,0,0
"21589",214932,3,3.5,1,3.76,32,0.5524,0,0
"21590",214932,4,3.5,1,3.95,33,1.0434,0,0
"21591",214932,5,4.5,1,3.66,34,2.6393,0,0
"21592",214932,3,3,1,4.16,35,0.6752,0,0
"21593",214932,2,3,1,4.32,36,0.9207,0,0
"21594",214989,0,0,0,0,0,0,1,0
"21595",214989,3,3,1,4.16,1,0.86,0,0
"21596",214989,3,3.5,1,3.76,2,0.54,0,0
"21597",214989,4,3.5,1,4.22,3,0.73,0,0
"21598",214989,4,4,1,4.09,4,1.56,0,0
"21599",214989,3,3.5,1,3.99,6,0.71,0,0
"21600",214989,5,4,1,4.19,7,1.99,0,0
"21601",214989,4,4,1,4.25,8,1.39,0,0
"21602",214989,5,4.5,1,4.29,9,2.23,0,0
"21603",214989,3,3.5,0,3.04,10,0.59,0,0
"21604",214989,4,3.5,1,3.95,12,0.87,1,1
"21605",214989,4,4,0,4.06,13,1.45,0,0
"21606",214989,4,4.5,1,4.13,14,1.37,0,0
"21607",214989,4,4,0,4.04,15,0.98,0,0
"21608",214989,4,4,1,4.16,16,1.16,0,0
"21609",214989,5,4.5,1,4.16,18,2.89,0,0
"21610",214989,4,4,1,4.3,19,1.49,0,0
"21611",214989,4,4,1,3.43,20,2.07,0,0
"21612",214989,3,3.5,0,3.76,21,0.68,0,0
"21613",214989,5,4.5,1,4.32,22,1.95,0,0
"21614",214989,5,4.5,0,4.33,24,2.22,0,0
"21615",214989,3,4,1,4.32,25,1.54,0,0
"21616",214989,4,4,1,4.19,26,1.16,0,0
"21617",214989,5,4.5,1,4.08,27,2.99,0,0
"21618",214989,5,4.5,1,4.08,28,2.99,0,0
"21619",214989,4,4,1,4.29,29,1.74,0,0
"21620",214989,4,4,1,4.16,30,0.71,0,0
"21621",214989,5,4.5,1,4.11,31,2.89,0,0
"21622",214989,5,4.5,1,3.66,32,2.46,0,0
"21623",214989,5,5,1,4.29,33,2.87,0,0
"21624",214989,4,4.5,1,3.61,34,1.11,0,0
"21625",214989,3,4,0,4.33,35,1.23,0,0
"21626",214989,3,4.5,1,4.22,36,1.67,0,0
"21627",215182,0,0,0,0,0,0,1,1
"21628",215182,4,4,1,4.09,1,2.29,0,0
"21629",215182,5,4,1,4.19,2,2.79,0,0
"21630",215182,4,4,1,4.16,3,1.81,0,0
"21631",215182,4,4,1,3.43,4,3.09,0,0
"21632",215182,4,4,1,4.19,6,1.99,0,0
"21633",215182,3,3.5,1,3.76,7,0.9,0,0
"21634",215182,3,3.5,1,3.99,8,1.2,1,0
"21635",215182,4,3.5,1,3.95,9,1.25,0,0
"21636",215182,3,3,1,4.16,10,0.91,0,0
"21637",215182,3,3.5,0,3.04,12,1.08,0,0
"21638",215182,5,4.5,1,4.29,13,3.79,0,0
"21639",215182,4,4,0,4.06,14,2.32,0,0
"21640",215182,4,4,1,4.25,15,1.58,0,0
"21641",215182,4,3.5,1,4.22,16,1.66,0,0
"21642",215182,4,4.5,1,4.13,18,2.89,0,0
"21643",215182,5,4.5,1,4.16,19,3.29,0,0
"21644",215182,4,4,1,4.3,20,2.19,0,0
"21645",215182,3,3.5,0,3.76,21,0.94,0,0
"21646",215182,5,4.5,1,4.32,22,3.29,0,0
"21647",215182,5,4.5,0,4.33,24,4.75,0,0
"21648",215182,3,4,1,4.32,25,1.14,0,0
"21649",215182,3,4,0,3.85,26,0.73,0,0
"21650",215182,5,4.5,1,4.11,27,3.29,0,0
"21651",215182,5,5,1,4.29,28,3.5,0,0
"21652",215182,4,4,1,4.16,29,1.42,0,0
"21653",215182,4,4,1,4.29,30,2.18,0,0
"21654",215182,3,4,0,3.85,31,0.89,0,0
"21655",215182,5,4.5,1,4.08,32,4.49,0,0
"21656",215182,4,4.5,1,3.61,33,1.59,0,0
"21657",215182,5,4.5,1,4.08,34,4.99,0,0
"21658",215182,2,3,1,4.32,35,0.93,0,0
"21659",215182,5,4.5,1,3.66,36,4.31,0,0
"21660",215338,0,0,0,0,0,0,1,0
"21661",215338,3,4,0,3.85,1,0.59,0,0
"21662",215338,3,3.5,1,3.76,2,0.69,0,0
"21663",215338,3,4,0,3.85,3,0.89,0,0
"21664",215338,2,3,1,3.76,4,0.89,0,0
"21665",215338,3,3,1,4.16,6,0.91,0,0
"21666",215338,3,3.5,0,3.04,7,0.95,0,0
"21667",215338,3,3.5,0,3.76,8,0.99,0,0
"21668",215338,2,3,1,4.32,9,1.06,0,0
"21669",215338,3,3.5,1,3.99,10,1.15,0,0
"21670",215338,4,4,1,4.16,12,1.35,0,0
"21671",215338,4,3.5,1,3.95,13,1.4,0,0
"21672",215338,4,4,0,4.04,14,1.44,0,0
"21673",215338,4,4,1,4.25,15,1.45,0,0
"21674",215338,4,4,0,4.06,16,1.6,0,0
"21675",215338,3,4,0,4.33,18,1.74,0,0
"21676",215338,4,4,1,4.16,19,1.74,0,0
"21677",215338,4,3.5,1,4.22,20,1.75,0,0
"21678",215338,3,4,1,4.32,21,1.75,0,0
"21679",215338,4,4,1,4.19,22,1.83,0,0
"21680",215338,4,4,1,3.43,24,1.88,0,0
"21681",215338,4,4,1,4.29,25,2.06,0,0
"21682",215338,5,4.5,1,4.16,26,2.09,1,1
"21683",215338,4,4.5,1,4.13,27,2.09,0,0
"21684",215338,5,4.5,1,3.66,28,2.25,0,0
"21685",215338,5,4.5,1,4.11,29,2.29,0,0
"21686",215338,5,5,1,3.37,30,2.29,0,0
"21687",215338,4,4,1,4.3,31,2.35,0,0
"21688",215338,4,4,1,4.09,32,2.39,0,0
"21689",215338,5,4.5,1,4.32,33,2.59,0,0
"21690",215338,5,5,1,4.29,34,2.75,0,0
"21691",215338,5,4.5,0,4.33,35,2.8,0,0
"21692",215338,5,4,1,4.19,36,2.99,0,0
"21693",215587,0,0,0,0,0,0,1,1
"21694",215587,3,3.5,0,3.04,1,0.3823,0,0
"21695",215587,4,3.5,1,4.22,2,0.9558,0,0
"21696",215587,3,3,1,4.16,3,0.4843,0,0
"21697",215587,4,3.5,1,3.95,4,0.7519,0,0
"21698",215587,3,3.5,1,3.99,6,0.5352,1,0
"21699",215587,4,4,1,4.09,7,1.1724,0,0
"21700",215587,5,4,1,4.19,8,1.988,0,0
"21701",215587,4,4,1,4.25,9,0.6882,0,0
"21702",215587,5,4.5,0,4.33,10,2.2939,0,0
"21703",215587,5,4.5,1,4.32,12,1.593,0,0
"21704",215587,3,3.5,1,3.76,13,0.2804,0,0
"21705",215587,4,4,0,4.06,14,0.9048,0,0
"21706",215587,5,4.5,1,4.16,15,3.2879,0,0
"21707",215587,4,4,1,4.16,16,0.7646,0,0
"21708",215587,5,5,1,4.29,18,2.5487,0,0
"21709",215587,4,4,1,4.29,19,1.4018,0,0
"21710",215587,4,4,1,4.16,20,1.1979,0,0
"21711",215587,4,4.5,1,4.13,21,1.593,0,0
"21712",215587,5,4.5,1,4.08,22,2.6125,0,0
"21713",215587,4,4,1,4.3,24,1.3891,0,0
"21714",215587,4,4,1,4.19,25,0.8538,0,0
"21715",215587,4,4,0,4.04,26,0.9048,0,0
"21716",215587,4,4,1,3.43,27,1.6694,0,0
"21717",215587,5,4.5,1,4.29,28,2.587,0,0
"21718",215587,3,4,1,4.32,29,1.0705,0,0
"21719",215587,5,4.5,1,4.08,30,3.6192,0,0
"21720",215587,5,5,1,3.37,31,2.7909,0,0
"21721",215587,3,4,1,4.33,32,0.599,0,0
"21722",215587,5,4.5,1,4.11,33,3.2879,0,0
"21723",215587,4,4.5,1,3.61,34,1.096,0,0
"21724",215587,3,4,0,4.33,35,0.8793,0,0
"21725",215587,5,4.5,1,3.66,36,1.9753,0,0
"21726",215587,2,3,1,4.32,37,0.548,0,0
"21727",215910,0,0,0,0,0,0,1,0
"21728",215910,4,3.5,1,3.95,1,1.17,0,0
"21729",215910,3,3.5,1,3.99,2,0.59,0,0
"21730",215910,3,3.5,1,3.76,3,0.42,0,0
"21731",215910,4,4,0,4.06,4,1.17,1,1
"21732",215910,3,4,1,4.32,6,1.46,0,0
"21733",215910,3,3,1,4.16,7,0.76,0,0
"21734",215910,4,4,1,4.16,8,1.06,0,0
"21735",215910,4,4,1,4.16,9,1.64,0,0
"21736",215910,3,3.5,0,3.04,10,0.54,0,0
"21737",215910,4,4,1,4.19,12,1.3,0,0
"21738",215910,5,4.5,1,4.08,13,3.22,0,0
"21739",215910,5,4.5,1,4.29,14,2.59,0,0
"21740",215910,5,4.5,1,4.16,15,1.94,0,0
"21741",215910,5,4.5,1,4.32,16,1.91,0,0
"21742",215910,5,4.5,0,4.33,18,2.36,0,0
"21743",215910,4,4.5,1,4.13,19,1.38,0,0
"21744",215910,4,4,1,4.25,20,1.07,0,0
"21745",215910,3,3.5,0,3.76,21,0.47,0,0
"21746",215910,4,3.5,1,4.22,22,1.55,0,0
"21747",215910,4,4,1,4.29,24,1.22,0,0
"21748",215910,4,4,1,4.3,25,1.43,0,0
"21749",215910,5,4.5,1,4.11,26,2.26,0,0
"21750",215910,5,4.5,1,4.08,27,2.63,0,0
"21751",215910,5,5,1,4.29,28,2.95,0,0
"21752",215910,5,4,1,4.19,29,2.16,0,0
"21753",215910,3,4,0,3.85,30,0.69,0,0
"21754",215910,3,4,0,4.33,31,1.15,0,0
"21755",215910,2,3,1,4.32,32,0.7,0,0
"21756",215910,4,4.5,1,3.61,33,1.19,0,0
"21757",215910,3,4,1,4.33,34,1.3,0,0
"21758",215910,2,3,1,3.76,35,0.43,0,0
"21759",216175,0,0,0,0,0,0,1,0
"21760",216175,5,4.5,1,4.08,1,1.95,0,0
"21761",216175,5,5,1,4.29,2,2.25,0,0
"21762",216175,5,4.5,1,4.11,3,1.99,1,1
"21763",216175,5,4.5,1,4.08,4,2.79,0,0
"21764",216175,5,4.5,0,4.33,6,3,0,0
"21765",216175,5,5,1,3.37,7,1.99,0,0
"21766",216175,5,4.5,1,4.29,8,2.29,0,0
"21767",216175,5,4.5,1,4.32,9,1.91,0,0
"21768",216175,5,4.5,1,4.16,10,1.99,0,0
"21769",216301,0,0,0,0,0,0,1,0
"21770",216301,5,5,1,4.29,1,3.25,0,0
"21771",216301,3,4.5,1,4.22,2,0.99,0,0
"21772",216301,5,4.5,1,4.08,3,2.19,0,0
"21773",216301,5,4.5,1,4.11,4,2.09,0,0
"21774",216301,5,4.5,1,4.08,6,2.54,0,0
"21775",216301,5,4.5,1,4.29,7,1.89,0,0
"21776",216301,4,4.5,1,3.61,8,0.79,0,0
"21777",216301,5,4.5,1,4.32,9,2.19,0,0
"21778",216301,5,4.5,1,4.16,10,2.19,0,0
"21779",216301,5,4.5,0,4.33,12,1.75,0,0
"21780",216301,3,4,1,4.32,13,0.83,0,0
"21781",216301,4,4,0,4.06,14,0.81,0,0
"21782",216301,4,4,1,4.09,15,0.8,0,0
"21783",216301,4,4,1,4.29,16,1.12,0,0
"21784",216301,4,4,1,4.3,18,1.09,0,0
"21785",216301,4,4,0,4.04,19,0.8,0,0
"21786",216301,4,4,1,4.19,20,0.7,0,0
"21787",216301,5,4,1,4.19,21,2.04,0,0
"21788",216301,4,4,1,4.16,22,0.68,0,0
"21789",216301,4,4,1,4.16,24,0.61,0,0
"21790",216301,4,4,1,4.25,25,0.84,0,0
"21791",216301,3,3.5,0,3.04,26,0.33,0,0
"21792",216301,3,4,0,4.33,27,0.71,0,0
"21793",216301,4,3.5,1,4.22,28,0.45,1,1
"21794",216301,3,3.5,1,3.99,29,0.33,0,0
"21795",216301,4,3.5,1,3.95,30,0.55,0,0
"21796",216301,3,3.5,0,3.76,31,0.31,0,0
"21797",216301,3,3.5,1,3.76,32,0.25,0,0
"21798",216301,3,3,1,4.16,33,0.35,0,0
"21799",216301,2,3,1,3.76,34,0.33,0,0
"21800",216301,2,3,1,4.32,35,0.55,0,0
"21801",216750,0,0,0,0,0,0,1,0
"21802",216750,3,3.5,0,3.04,1,0.31,0,0
"21803",216750,4,4,0,4.04,2,0.8,0,0
"21804",216750,4,4,0,4.06,3,0.48,0,0
"21805",216750,3,3.5,1,3.76,4,0.2,0,0
"21806",216750,4,3.5,1,3.95,6,0.37,1,1
"21807",216750,4,4,1,4.09,7,0.66,0,0
"21808",216750,3,3,1,4.16,8,0.19,0,0
"21809",216750,4,4,1,4.16,9,0.49,0,0
"21810",216750,4,3.5,1,4.22,11,0.34,0,0
"21811",216750,4,4,1,4.19,12,0.57,0,0
"21812",216750,5,4.5,1,4.29,13,1.59,0,0
"21813",216750,4,4,1,3.43,14,0.66,0,0
"21814",216750,5,4,1,4.19,15,1.19,0,0
"21815",216750,4,4.5,1,4.13,17,0.66,0,0
"21816",216750,3,4,1,4.32,18,0.57,0,0
"21817",216750,4,4,1,4.16,19,0.3,0,0
"21818",216750,5,4.5,1,4.08,20,2.09,0,0
"21819",216750,4,4,1,4.25,21,0.37,0,0
"21820",216750,5,4.5,1,4.16,23,1.49,0,0
"21821",216750,5,4.5,1,4.32,24,1.18,0,0
"21822",216750,4,4,1,4.29,25,0.76,0,0
"21823",216750,5,4.5,1,4.11,26,1.49,0,0
"21824",216750,4,4,1,4.3,27,0.59,0,0
"21825",216750,3,3.5,0,3.76,28,0.27,0,0
"21826",216750,5,4.5,1,3.66,29,0.96,0,0
"21827",216750,5,4.5,0,4.33,30,1.8,0,0
"21828",216750,5,5,1,4.29,31,2.15,0,0
"21829",216750,5,4.5,1,4.08,32,2.09,0,0
"21830",216750,5,5,1,3.37,33,1.99,0,0
"21831",216750,4,4.5,1,3.61,34,0.79,0,0
"21832",216750,3,4,0,3.85,35,0.59,0,0
"21833",216750,3,4,0,4.33,36,0.72,0,0
"21834",217246,0,0,0,0,0,0,1,0
"21835",217246,3,4,1,4.32,1,0.5,0,0
"21836",217246,4,4,0,4.06,2,0.55,0,0
"21837",217246,5,4.5,1,4.32,3,1.09,0,0
"21838",217246,5,4.5,1,4.29,4,1.49,0,0
"21839",217246,4,4.5,1,4.13,6,0.6,0,0
"21840",217246,4,4,1,4.09,7,0.6,0,0
"21841",217246,5,4,1,4.19,8,0.84,0,0
"21842",217246,4,4,1,4.16,9,0.49,0,0
"21843",217246,4,3.5,1,4.22,10,0.36,0,0
"21844",217246,4,4,1,3.43,12,0.6,0,0
"21845",217246,4,4,1,4.29,13,0.72,0,0
"21846",217246,4,4,1,4.25,14,0.37,0,0
"21847",217246,4,4,1,4.16,15,0.3,0,0
"21848",217246,4,4,1,4.3,16,0.7,0,0
"21849",217246,5,4.5,0,4.33,18,1.7,0,0
"21850",217246,5,4.5,1,4.16,19,1.49,0,0
"21851",217246,4,4,1,4.19,20,0.57,0,0
"21852",217246,3,3.5,1,3.99,21,0.29,0,0
"21853",217246,5,4.5,1,3.66,22,0.8,1,1
"21854",217246,3,3,1,4.16,24,0.22,0,0
"21855",217246,5,5,1,4.29,25,1.95,0,0
"21856",217246,5,4.5,1,4.08,26,2,0,0
"21857",217246,5,4.5,1,4.08,27,2,0,0
"21858",217246,3,3.5,0,3.76,28,0.31,0,0
"21859",217246,4,3.5,1,3.95,29,0.37,0,0
"21860",217246,3,3.5,1,3.76,30,0.23,0,0
"21861",217246,4,4,0,4.04,31,0.82,0,0
"21862",217246,5,5,1,3.37,32,1.79,0,0
"21863",217246,3,3.5,0,3.04,33,0.39,0,0
"21864",217246,3,4,0,4.33,34,0.73,0,0
"21865",217246,2,3,1,4.32,35,0.45,0,0
"21866",217246,3,4,0,3.85,36,0.59,0,0
"21867",217246,4,4.5,1,3.61,37,0.89,0,0
"21868",217246,3,4.5,1,4.22,38,1.29,0,0
"21869",217384,0,0,0,0,0,0,1,0
"21870",217384,4,4,0,4.04,1,0.79,0,0
"21871",217384,3,3.5,1,3.76,2,0.44,0,0
"21872",217384,3,3.5,1,3.99,3,0.6,0,0
"21873",217384,3,3,1,4.16,4,0.32,0,0
"21874",217384,4,4,1,4.09,6,1.15,0,0
"21875",217384,4,3.5,1,3.95,7,0.74,0,0
"21876",217384,3,3.5,0,3.04,8,0.53,0,0
"21877",217384,4,4,0,4.06,9,0.8,0,0
"21878",217384,5,4.5,1,4.29,10,2.46,0,0
"21879",217384,5,4,1,4.19,12,1.89,0,0
"21880",217384,4,3.5,1,4.22,13,0.74,0,0
"21881",217384,4,4.5,1,4.13,14,1.28,0,0
"21882",217384,4,4,1,4.16,15,0.86,1,1
"21883",217384,5,4.5,1,4.16,16,2.12,0,0
"21884",217384,3,3.5,0,3.76,18,0.72,0,0
"21885",217384,5,4.5,1,4.32,19,1.99,0,0
"21886",217384,5,4.5,0,4.33,20,1.97,0,0
"21887",217384,3,4,1,4.32,21,0.82,0,0
"21888",217384,4,4,1,4.19,22,0.97,0,0
"21889",217384,5,4.5,1,4.08,24,2.35,0,0
"21890",217384,5,4.5,1,4.08,25,2.13,0,0
"21891",217384,4,4,1,4.16,26,0.69,0,0
"21892",217384,5,4.5,1,4.11,27,2.59,0,0
"21893",217384,5,5,1,4.29,28,1.9,0,0
"21894",217384,4,4,1,4.29,29,1.02,0,0
"21895",217384,5,5,1,3.37,30,2.09,0,0
"21896",217384,4,4.5,1,3.61,31,0.86,0,0
"21897",217384,3,4,0,4.33,32,1.24,0,0
"21898",217384,3,4.5,1,4.22,33,1.62,0,0
"21899",217384,2,3,1,4.32,34,1.02,0,0
"21900",217384,3,4,0,3.85,35,0.82,0,0
"21901",217384,3,4,0,3.85,36,0.59,0,0
"21902",217384,2,3,1,3.76,37,0.53,0,0
"21903",217416,0,0,0,0,0,0,1,0
